timestamp,hour,day_of_week,month,season,temperature,windSpeed,feelsLike,solarRadiation,occupancy,activityLevel,currentDemand,nominalDemand,windGeneration,solarGeneration,renewableGeneration,batterySoc,batteryAvailableKwh,batteryHealth,batteryChargeRateKw,batteryDischargeRateKw,generatorStatus,generatorCapacityKw,fuelReservePercent,fuelDaysRemaining,energyBalanceKw,heatingLoadKw,laboratoryLoadKw,lightingLoadKw,auxiliaryLoadKw,lifeSupportLoadKw,communicationLoadKw,data_source
2026-01-01 00:00:00+00:00,0,3,1,WINTER,-19.042924380368355,5.42621383432815,-23.383895447830874,0.0,12,MEDIUM,73.85406897626183,75.0,18.176515735507984,0.0,18.176515735507984,70.0,350.0,98.09063469620385,0.0,55.677553240753845,AVAILABLE,150.0,90.95750137264702,20.53216735274199,94.32244675924616,29.615608835747757,29.790477217802575,12.0,10.319413436939142,7.947299370099393,5.319256669457494,synthetic_polar_station
2026-01-01 01:00:00+00:00,1,3,1,WINTER,-22.19108546812453,6.807222237418946,-27.636863258059687,0.0,6,LOW,72.912186224367,75.0,18.493960316901745,0.010871335129387498,18.504831652031132,58.86448935184923,294.32244675924613,97.78059847183899,0.0,54.407354572335876,AVAILABLE,150.0,87.78004708848879,19.81490904932027,95.59264542766412,35.575871505722255,24.686042234376085,12.0,8.410465890069739,7.888974804803087,4.284116356591175,synthetic_polar_station
2026-01-01 02:00:00+00:00,2,3,1,WINTER,-20.724758429185012,4.57009501348991,-24.38083443997694,0.0,11,MEDIUM,71.49634663310226,75.0,12.462037222030606,0.2127904244179398,12.674827646448545,47.98301843738206,239.9150921869103,97.8064692287122,0.0,58.821518986653714,AVAILABLE,150.0,87.99931833112286,19.86440594382006,91.17848101334627,29.555681351744077,25.564191427395787,12.0,11.30039472589121,7.440292938907004,4.747169480770903,synthetic_polar_station
2026-01-01 03:00:00+00:00,3,3,1,WINTER,-21.658966361977022,7.1440060176978255,-27.374171176135285,0.0,4,LOW,67.7678018977884,75.0,19.49281120244012,0.1038065921262239,19.596617794566342,36.21871464005132,181.09357320025657,97.86498729228191,0.0,48.17118410322206,AVAILABLE,150.0,92.54451727184639,20.890410219378417,101.82881589677793,27.408353021582187,25.468708366493008,12.0,10.920067878476326,7.9822155856970305,5.470692853152122,synthetic_polar_station
2026-01-01 04:00:00+00:00,4,3,1,WINTER,-27.127632408635055,5.723896746419276,-31.706749805770475,0.0,6,LOW,77.42704436566409,75.0,15.109912330403025,0.22084769568296636,15.330760026085992,26.584477819406906,132.92238909703454,98.00168864700204,0.0,62.0962843395781,AVAILABLE,150.0,88.98861889020088,20.087724354447154,87.9037156604219,37.29256949157116,22.836029169221582,12.0,12.0,7.1957624034227035,5.613232587770329,synthetic_polar_station
2026-01-01 05:00:00+00:00,5,3,1,WINTER,-27.115348732414414,6.612747721032546,-32.40554690924045,0.0,9,LOW,81.61753016457763,75.0,17.134552850050458,0.0,17.134552850050458,14.165220951491287,70.82610475745643,97.80275032198605,0.0,64.48297731452718,AVAILABLE,150.0,87.65030188938876,19.78562119399295,85.51702268547282,38.28128628925343,24.326095549578106,12.0,9.701022134803845,7.933409723149769,5.002391329216368,synthetic_polar_station
2026-01-01 06:00:00+00:00,6,3,1,WINTER,-25.690508509758033,8.994647981781528,-32.886226895183256,0.0,12,MEDIUM,80.45614259661387,75.0,25.94530001652616,0.0,25.94530001652616,10.0,50.0,98.04079434179104,0.0,54.51084258008771,AVAILABLE,150.0,88.40284610276588,19.955495734258665,95.4891574199123,36.44788496273521,26.31928788435441,12.0,8.783013193251943,8.030153380584977,4.844666921186801,synthetic_polar_station
2026-01-01 07:00:00+00:00,7,3,1,WINTER,-26.781888251080506,8.283118201203012,-33.408382812042916,0.0,12,MEDIUM,100.84233585779353,75.0,26.134893118456773,0.31107871838483464,26.445971836841608,10.0,50.0,97.91443357431238,0.0,74.39636402095192,AVAILABLE,150.0,91.08619561490862,20.56121797176267,75.60363597904808,36.98432586817207,26.941251950934134,8.0,9.459441682297426,8.372615227235624,5.04659657247906,synthetic_polar_station
2026-01-01 08:00:00+00:00,8,3,1,WINTER,-26.429032671551738,8.572824216089629,-33.28729204442344,0.0,18,HIGH,104.9209047129153,75.0,26.32903063989393,0.0,26.32903063989393,10.0,50.0,98.1155811430456,0.0,78.59187407302137,AVAILABLE,150.0,90.04925962557222,20.32714664234136,71.40812592697861,43.8688174538772,27.54306053315132,8.0,9.482319198152155,7.411851891472933,5.820798449070885,synthetic_polar_station
2026-01-01 09:00:00+00:00,9,3,1,WINTER,-27.439170129586763,5.205164241630846,-31.603301522891442,0.0,20,HIGH,102.0693535947331,75.0,15.758225368926823,0.0,15.758225368926823,10.0,50.0,97.99458831896901,0.0,86.31112822580627,OFFLINE,0.0,90.83600182625365,20.504740818567416,-86.31112822580627,42.32747472876041,27.903027549995087,8.0,10.38554267647609,8.169938793714923,4.892622290631847,synthetic_polar_station
2026-01-01 10:00:00+00:00,10,3,1,WINTER,-24.26738362797629,10.75534275474352,-32.8716578317711,2.6463148880030203,10,MEDIUM,90.70084350876283,75.0,26.50429183632889,0.012163097572357985,26.516454933901247,10.0,50.0,98.33042689898014,0.0,64.18438857486159,AVAILABLE,150.0,89.80049147657651,20.270991303967612,85.81561142513843,34.1978986419338,27.425239722878885,8.0,8.168443520918464,8.28485015554356,5.001382477709194,synthetic_polar_station
2026-01-01 11:00:00+00:00,11,3,1,WINTER,-23.551838075630595,6.346095138632268,-28.62871418653641,2.8702451053625655,11,MEDIUM,89.72036471661578,75.0,14.97224216308191,0.3601216636469529,15.332363826728864,10.0,50.0,98.00222926805445,0.0,74.38800088988691,AVAILABLE,150.0,88.18071976814538,19.905354349468485,75.61199911011308,32.02920153331324,26.307401449483883,8.0,9.994652308217498,7.98897071906851,4.578842093936614,synthetic_polar_station
2026-01-01 12:00:00+00:00,12,3,1,WINTER,-23.51087021783292,10.556196978318217,-31.955827800487494,0.7596469293099051,13,MEDIUM,93.28320485100973,75.0,31.153596499033867,0.0,31.153596499033867,10.0,50.0,97.73232210851026,0.0,62.12960835197586,AVAILABLE,150.0,87.13912539122042,19.670231465286776,87.87039164802415,30.04407937582547,28.278912159080576,8.0,8.985557942466974,8.223712005195317,4.728929080769275,synthetic_polar_station
2026-01-01 13:00:00+00:00,13,3,1,WINTER,-20.640385113424664,9.920276972121743,-28.57660669112206,0.6206487927032011,19,HIGH,96.65696740402201,75.0,30.205835693834107,0.0960356477651698,30.301871341599277,10.0,50.0,97.93144653127489,0.0,66.35509606242273,AVAILABLE,150.0,88.55311910182735,19.989417404475702,83.64490393757727,34.89490675307424,28.14110743198215,8.0,9.487030255704642,8.134939867191072,5.176242651277038,synthetic_polar_station
2026-01-01 14:00:00+00:00,14,3,1,WINTER,-20.26345980621185,9.373390931753594,-27.762172551614725,0.6417655569226417,11,MEDIUM,86.83732309691734,75.0,27.076096544944228,0.07164041867980682,27.147736963624034,10.0,50.0,97.9762280188106,0.0,59.68958613329331,AVAILABLE,150.0,89.97265154842722,20.309853622669802,90.31041386670668,30.293814576878336,25.319555764845425,8.0,11.382987404055926,7.0,5.357244769722059,synthetic_polar_station
2026-01-01 15:00:00+00:00,15,3,1,WINTER,-20.88750142311286,7.33884317219707,-26.758575960870516,0.0,15,MEDIUM,85.27286719071449,75.0,20.090390409576408,0.0,20.090390409576408,10.0,50.0,97.78826518726315,0.0,65.18247678113809,AVAILABLE,150.0,87.99967256062762,19.86448590533355,84.81752321886191,28.40196556672344,28.47298209214846,8.0,11.002692412938247,7.538936716583846,5.120957238949059,synthetic_polar_station
2026-01-01 16:00:00+00:00,16,3,1,WINTER,-17.767853126232637,8.956819243661467,-24.933308521161813,0.0,15,MEDIUM,91.20711665488793,75.0,27.107545396346094,0.0,27.107545396346094,10.0,50.0,98.27141974942566,0.0,64.09957125854183,AVAILABLE,150.0,91.23435310205002,20.59466209978556,85.90042874145817,26.8442863760639,26.85436748367807,8.0,10.729765150999713,9.0,5.332272130590886,synthetic_polar_station
2026-01-01 17:00:00+00:00,17,3,1,WINTER,-18.652502923528186,8.125055768403623,-25.152547538251085,0.0,11,MEDIUM,84.44939275598617,75.0,23.88054680934851,0.0,23.88054680934851,10.0,50.0,97.90401244180863,0.0,60.56884594663766,AVAILABLE,150.0,88.24489739096705,19.919841397509494,89.43115405336235,27.662675495003185,28.12355318468998,8.0,10.636448982765474,8.328014680523022,4.599797175659645,synthetic_polar_station
2026-01-01 18:00:00+00:00,18,3,1,WINTER,-15.031081281296231,8.97061034038278,-22.207569553602454,0.0,10,MEDIUM,76.8393559180696,75.0,26.823876874171827,0.1016958019944084,26.925572676166237,10.0,50.0,97.83506627457054,0.0,49.91378324190336,AVAILABLE,150.0,87.2520445134358,19.69572110912772,100.08621675809664,22.536742424672315,26.816672307314853,8.0,9.735547866456525,7.699197352127848,4.560153329709214,synthetic_polar_station
2026-01-01 19:00:00+00:00,19,3,1,WINTER,-15.853776276693129,8.641203315207932,-22.766738928859475,0.0,11,MEDIUM,84.58479169610287,75.0,21.410515621689864,0.260860535804098,21.671376157493963,10.0,50.0,97.9983082235455,0.0,62.9134155386089,AVAILABLE,150.0,89.71599260973134,20.25191706765945,87.0865844613911,23.14522129189863,27.222836815807966,8.0,9.95150371283781,8.183313809744854,5.317764363815817,synthetic_polar_station
2026-01-01 20:00:00+00:00,20,3,1,WINTER,-15.81592944785231,6.040160451494703,-20.648057809048073,0.0,10,MEDIUM,85.04090787267354,75.0,17.42745913223274,0.0,17.42745913223274,10.0,50.0,97.77875852736778,0.0,67.6134487404408,AVAILABLE,150.0,90.84108359228044,20.505887944081366,82.3865512595592,25.498482207239867,27.54159859020254,8.0,8.427424780280761,8.355489536159723,4.809536227152704,synthetic_polar_station
2026-01-01 21:00:00+00:00,21,3,1,WINTER,-16.66103145570021,10.855695799041985,-25.345588094933802,0.0,15,MEDIUM,83.47772684569325,75.0,33.0578049580176,0.0,33.0578049580176,10.0,50.0,98.15126936228724,0.0,50.419921887675656,AVAILABLE,150.0,91.92384084566037,20.750302673963965,99.58007811232433,25.20856277095454,27.79507971690311,8.0,8.766136207720324,8.770561379738336,4.530191571581012,synthetic_polar_station
2026-01-01 22:00:00+00:00,22,3,1,WINTER,-14.236492875787794,9.11897563810376,-21.531673386270803,0.0,9,LOW,61.05987556898082,75.0,26.324304432390075,0.3776742354873463,26.701978667877423,10.0,50.0,98.10907049116553,0.0,34.3578969011034,AVAILABLE,150.0,87.25230413312329,19.695779714023317,115.6421030988966,21.689979624300445,25.773289001447623,12.0,10.12671765771704,7.805339818336102,5.0811349529068295,synthetic_polar_station
2026-01-01 23:00:00+00:00,23,3,1,WINTER,-17.028417186125154,8.57354068023825,-23.88724973031575,0.0,5,LOW,68.81829433258306,75.0,25.428281002101084,0.0,25.428281002101084,10.0,50.0,97.98012490519916,0.0,43.39001333048198,AVAILABLE,150.0,91.79053481146116,20.720211018388525,106.60998666951801,24.359335712570118,26.263175973707924,12.0,8.880192173625696,7.701989664576729,5.034340439530505,synthetic_polar_station
2026-01-02 00:00:00+00:00,0,4,1,WINTER,-18.40695677677443,8.512678699640809,-25.217099736487075,0.0,4,LOW,70.13589996939767,75.0,23.89005972475226,0.0,23.89005972475226,10.0,50.0,98.07031059422083,0.0,46.24584024464541,AVAILABLE,150.0,89.9179999312252,20.297516914497788,103.75415975535459,27.40803016176552,25.577887586117903,12.0,10.689754000729529,7.751124395820662,4.924060149462214,synthetic_polar_station
2026-01-02 01:00:00+00:00,1,4,1,WINTER,-19.431485197019963,9.935466843417357,-27.37985867175385,0.0,12,MEDIUM,76.04787462078734,75.0,27.978419845008336,0.20663578645348285,28.185055631461818,10.0,50.0,97.850065874817,0.0,47.86281898932552,AVAILABLE,150.0,88.6934935056136,20.021104628806683,102.13718101067447,30.695175114312494,25.75099936382892,12.0,9.950301086209974,7.71430443801016,5.634803245081796,synthetic_polar_station
2026-01-02 02:00:00+00:00,2,4,1,WINTER,-19.33246170857773,8.09380829475971,-25.807508344385496,0.0,8,LOW,64.71236450197185,75.0,24.766454538887913,0.0,24.766454538887913,10.0,50.0,97.64745607918006,0.0,39.945909963083935,AVAILABLE,150.0,90.63121908488154,20.458514466113215,110.05409003691605,29.145611113291356,25.43848686207025,12.0,9.702441081611337,7.697495844482275,5.749862778950457,synthetic_polar_station
2026-01-02 03:00:00+00:00,3,4,1,WINTER,-20.81105358054553,6.080301684074348,-25.67529492780501,0.0,9,LOW,74.20022870206718,75.0,16.020162192647806,0.04249791585173301,16.06266010849954,10.0,50.0,97.88087845919706,0.0,58.137568593567636,AVAILABLE,150.0,91.62807742813398,20.683538922829342,91.86243140643235,29.958467573678085,22.737075708098278,12.0,9.393144732522742,8.093694772607794,5.383912419880949,synthetic_polar_station
2026-01-02 04:00:00+00:00,4,4,1,WINTER,-21.880901082606016,10.094260390917233,-29.9563093953398,0.0,4,LOW,65.97446160582894,75.0,27.112470417178574,0.33472591415868,27.447196331337253,10.0,50.0,97.84369699123725,0.0,38.52726527449168,OFFLINE,0.0,87.06139704329021,19.652685562819464,-38.52726527449168,32.28001709413376,25.050621995045894,12.0,10.450768878325642,7.789475315166908,5.171798025832098,synthetic_polar_station
2026-01-02 05:00:00+00:00,5,4,1,WINTER,-22.824877306190885,10.274543101198955,-31.04451178715005,0.0,5,LOW,76.04123641515963,75.0,28.051399646199986,0.0,28.051399646199986,10.0,50.0,97.53469283388425,0.0,47.98983676895965,AVAILABLE,150.0,88.91860215355175,20.07191922202071,102.01016323104037,35.477378931454716,23.21494189095833,12.0,10.677820070808783,7.9689587471995456,5.552038230052794,synthetic_polar_station
2026-01-02 06:00:00+00:00,6,4,1,WINTER,-20.989527311555157,9.200552262983551,-28.349969121942,0.0,4,LOW,65.05077902198394,75.0,25.79671594005836,0.0,25.79671594005836,10.0,50.0,97.72842948534598,0.0,39.25406308192558,AVAILABLE,150.0,88.73298741034122,20.030019731454,110.74593691807442,31.618784478648696,24.151077796049684,12.0,9.11975236976414,8.936179435291796,5.0631140754624635,synthetic_polar_station
2026-01-02 07:00:00+00:00,7,4,1,WINTER,-25.24816429915078,7.774034291478709,-31.46739173233375,0.0,20,HIGH,107.60344343675199,75.0,19.352162649138272,0.0,19.352162649138272,10.0,50.0,97.69192501230448,0.0,88.25128078761372,AVAILABLE,150.0,90.47398216970636,20.423020805802793,61.74871921238629,40.05579090716911,27.061362157075553,8.0,9.475619379696505,7.521053516112109,4.922497117998634,synthetic_polar_station
2026-01-02 08:00:00+00:00,8,4,1,WINTER,-25.515083861352817,9.616968997438748,-33.20865905930381,0.0,10,MEDIUM,91.5489353038149,75.0,28.024101588398008,0.05027751867464204,28.074379107072648,10.0,50.0,97.72524094036383,0.0,63.474556196742256,AVAILABLE,150.0,91.71004414199076,20.702041567040805,86.52544380325774,37.11940544907551,26.207102466649033,8.0,9.81177940020366,8.168416118383785,4.766553877863147,synthetic_polar_station
2026-01-02 09:00:00+00:00,9,4,1,WINTER,-25.735603039097935,7.266266469315029,-31.54861621454996,0.0,11,MEDIUM,92.1846571373104,75.0,20.099175784973788,0.0,20.099175784973788,10.0,50.0,98.20066191823315,0.0,72.08548135233661,AVAILABLE,150.0,89.61510001001325,20.229142214449944,77.9145186476634,35.779916021917956,26.46542025184711,8.0,10.320979672918888,7.432197855072312,4.6871054202301226,synthetic_polar_station
2026-01-02 10:00:00+00:00,10,4,1,WINTER,-23.030877142764943,7.893596907169928,-29.345754668500888,2.1657125429339574,17,HIGH,101.54737321510889,75.0,23.382605230242163,0.0,23.382605230242163,10.0,50.0,98.03438777427614,0.0,78.16476798486673,AVAILABLE,150.0,89.05171710892515,20.101967744678365,71.83523201513329,37.353644355718735,28.4873458631382,8.0,10.308281873943278,8.463506235340644,5.371208820284642,synthetic_polar_station
2026-01-02 11:00:00+00:00,11,4,1,WINTER,-21.40702975081652,8.271730574110963,-28.02441421010529,2.812029964018588,12,MEDIUM,83.14537777729072,75.0,19.982240717719755,0.16608221757806,20.148322935297816,10.0,50.0,98.12299450112901,0.0,62.997054841992906,AVAILABLE,150.0,90.14304124012727,20.348316307026476,87.0029451580071,30.140173365680308,27.553086648426458,8.0,9.897778243944819,8.559491876770785,4.399255711749747,synthetic_polar_station
2026-01-02 12:00:00+00:00,12,4,1,WINTER,-22.17696197904738,10.619078155222795,-30.672224503225614,1.9029635976546113,11,MEDIUM,92.46095228834152,75.0,31.019703374351245,0.03960863941047751,31.059312013761723,10.0,50.0,98.02991766995562,0.0,61.40164027457979,AVAILABLE,150.0,89.10828455987371,20.11473692096472,88.5983597254202,28.902399633233422,27.263533495938113,8.0,10.708198077734052,7.566164248023961,4.762284142603265,synthetic_polar_station
2026-01-02 13:00:00+00:00,13,4,1,WINTER,-22.002329325224363,8.75682485383623,-29.007789208293346,0.07402623429878186,16,MEDIUM,94.19801710723912,75.0,26.524452006671137,0.0,26.524452006671137,10.0,50.0,98.14260213132651,0.0,67.67356510056798,AVAILABLE,150.0,86.19067461871045,19.45613422544254,82.32643489943202,36.48835042878271,29.277953543690685,8.0,9.8642336921878,7.652065810024298,4.858518574066127,synthetic_polar_station
2026-01-02 14:00:00+00:00,14,4,1,WINTER,-20.627572178424373,8.568836755263112,-27.482641582634862,1.4991055790888508,10,MEDIUM,84.57355014854758,75.0,24.650564665739306,0.0,24.650564665739306,10.0,50.0,97.92938566485337,0.0,59.92298548280827,AVAILABLE,150.0,90.20554124963166,20.362424661316403,90.07701451719171,30.9150681740591,30.0,8.0,8.60333600382714,8.33335745425866,4.437043831541501,synthetic_polar_station
2026-01-02 15:00:00+00:00,15,4,1,WINTER,-17.064629280942327,12.105058345681972,-26.748675957487904,0.0,12,MEDIUM,85.7864818351757,75.0,33.939191850161386,0.031171229750361452,33.97036307991175,10.0,50.0,98.22513436276792,0.0,51.81611875526396,AVAILABLE,150.0,90.89351372548568,20.51772318859722,98.18388124473604,25.548897756543166,28.28189862691089,8.0,11.337199767791725,7.862756569668694,4.843438434846714,synthetic_polar_station
2026-01-02 16:00:00+00:00,16,4,1,WINTER,-15.664427792111159,9.626769957136387,-23.36584375782027,0.0,17,HIGH,96.52369536381615,75.0,28.25276082898716,0.0,28.25276082898716,10.0,50.0,97.6737216402772,0.0,68.27093453482898,AVAILABLE,150.0,91.0105447787159,20.54414103357018,81.72906546517102,30.585734098131365,29.032806337681357,8.0,10.979958105277184,8.708578010192175,5.0374990163066355,synthetic_polar_station
2026-01-02 17:00:00+00:00,17,4,1,WINTER,-14.874690467495306,9.524503469548513,-22.494293243134116,0.0,12,MEDIUM,77.70216313764917,75.0,28.57575210284721,0.03412264025579157,28.609874743103003,10.0,50.0,97.9044522015859,0.0,49.09228839454616,AVAILABLE,150.0,87.65100835483459,19.78578066700555,100.90771160545384,22.162687395896334,27.324031968950337,8.0,8.622916774611308,7.399084385047779,5.41090599246992,synthetic_polar_station
2026-01-02 18:00:00+00:00,18,4,1,WINTER,-15.83971041726466,8.372499865311681,-22.537710309514004,0.0,18,HIGH,86.53769660453735,75.0,24.227389474637828,0.20093352760564323,24.42832300224347,10.0,50.0,97.71102275250064,0.0,62.10937360229387,AVAILABLE,150.0,90.28073719383268,20.379398915086384,87.89062639770613,25.172898156124987,29.26497521244024,8.0,10.178514165363133,8.538524469382624,4.797590231823568,synthetic_polar_station
2026-01-02 19:00:00+00:00,19,4,1,WINTER,-13.941307897810074,7.9368803829157475,-20.29081220414267,0.0,11,MEDIUM,74.95235243483037,75.0,23.119726843633078,0.10005904423803971,23.21978588787112,10.0,50.0,98.16234031243691,0.0,51.732566546959255,AVAILABLE,150.0,91.65415119148018,20.689424648189657,98.26743345304075,21.138272390771192,24.70721982712213,8.0,11.300572136318875,9.0,5.040276056004811,synthetic_polar_station
2026-01-02 20:00:00+00:00,20,4,1,WINTER,-13.892763798969602,5.449824816406458,-18.25262365209477,0.0,16,MEDIUM,81.37978028892523,75.0,17.74492229718752,0.0,17.74492229718752,10.0,50.0,97.99595865650507,0.0,63.63485799173771,OFFLINE,0.0,93.13592564707632,21.023910981281336,-63.63485799173771,23.39479976371107,23.50144029822746,8.0,9.6957665818859,8.196042712795927,4.402305704673861,synthetic_polar_station
2026-01-02 21:00:00+00:00,21,4,1,WINTER,-13.859769313928478,10.074431141444979,-21.919314227084463,0.0,10,MEDIUM,81.02701292352533,75.0,29.350142674516107,0.0411510407381371,29.391293715254243,10.0,50.0,98.14733902537543,0.0,51.63571920827109,AVAILABLE,150.0,90.04339849681902,20.325823588446735,98.36428079172892,23.1148074219991,24.32485950775183,8.0,10.771635811529489,7.681554403251514,4.513404581509472,synthetic_polar_station
2026-01-02 22:00:00+00:00,22,4,1,WINTER,-13.330842921573709,9.179856377711145,-20.674728023742624,0.0,10,MEDIUM,60.926804399306036,75.0,24.503209158510458,0.0,24.503209158510458,10.0,50.0,97.627306569094,0.0,36.42359524079558,AVAILABLE,150.0,90.78579143311553,20.49340664404414,113.57640475920442,20.326313620398523,24.499933240523298,12.0,11.110552613751738,7.611448805193062,4.238558290797592,synthetic_polar_station
2026-01-02 23:00:00+00:00,23,4,1,WINTER,-15.048927829948187,8.119212183329394,-21.544297576611704,0.0,6,LOW,64.24697339087156,75.0,24.63375696618369,0.020442578105327517,24.654199544289018,10.0,50.0,97.78551234340321,0.0,39.592773846582546,AVAILABLE,150.0,87.8060629916144,19.82078171368271,110.40722615341745,25.77564538943197,27.148243969149494,12.0,10.26819276653508,7.91898888981396,5.391553205475838,synthetic_polar_station
2026-01-03 00:00:00+00:00,0,5,1,WINTER,-15.35430372552004,8.057515704123036,-21.80031628881847,0.0,4,LOW,62.779655172289225,75.0,22.375462036785233,0.0,22.375462036785233,10.0,50.0,97.54721004245134,0.0,40.40419313550399,AVAILABLE,150.0,87.59490068385767,19.77311527852318,109.595806864496,26.085046889466966,25.38303836136686,12.0,12.0,8.338031105935423,4.8688554207253585,synthetic_polar_station
2026-01-03 01:00:00+00:00,1,5,1,WINTER,-17.43112280908912,9.238133498436666,-24.821629607838453,0.0,5,LOW,63.418779908957234,75.0,25.916698308526836,0.0,25.916698308526836,10.0,50.0,97.97425541598606,0.0,37.5020816004304,AVAILABLE,150.0,90.74599750672651,20.48442381641682,112.4979183995696,24.695843043976225,24.414010629201314,12.0,10.649858123872306,7.253208149402019,5.088383499192601,synthetic_polar_station
2026-01-03 02:00:00+00:00,2,5,1,WINTER,-18.34792978289835,5.66793489038022,-22.88227769520253,0.0,10,MEDIUM,66.35717941502314,75.0,16.030538334200052,0.09355750539417271,16.124095839594226,10.0,50.0,97.81437283875499,0.0,50.233083575428914,AVAILABLE,150.0,86.19617275900238,19.45737534063259,99.76691642457108,25.98390552382247,26.555197011721642,12.0,10.102062522686316,7.845108961762734,5.209399034975769,synthetic_polar_station
2026-01-03 03:00:00+00:00,3,5,1,WINTER,-19.084919410917756,6.977149501887932,-24.666639012428103,0.0,9,LOW,66.92007145640814,75.0,20.98932040677002,0.0,20.98932040677002,10.0,50.0,98.04911737248257,0.0,45.93075104963812,AVAILABLE,150.0,89.46802293762465,20.19594197237577,104.06924895036188,29.516536627922722,25.78572687598665,12.0,9.832948050778313,8.065807381922756,5.323389413407894,synthetic_polar_station
2026-01-03 04:00:00+00:00,4,5,1,WINTER,-23.380778632519522,6.015755634888604,-28.193383140430406,0.0,12,MEDIUM,78.46856433237743,75.0,19.467395139172446,0.0,19.467395139172446,10.0,50.0,97.9023309396027,0.0,59.00116919320498,AVAILABLE,150.0,91.36589837973,20.62435629339278,90.99883080679503,35.34757499029343,23.584638148960074,12.0,9.952755155866168,8.777080470366787,5.802141052301396,synthetic_polar_station
